"Years","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Average number of people in a family","3.76",,,,,,,"3.67","3.64","3.58","3.54","3.54","3.54","3.53","3.59","3.59","3.58","3.6","3.64","3.65","3.67","3.71","3.67","3.69","3.71","3.71","3.72","3.7","3.66","3.64","3.58","3.57","3.53","3.48","3.44","3.42","3.39","3.37","3.33","3.31","3.29","3.27","3.25","3.26","3.24","3.23","3.21","3.19","3.17","3.16","3.17","3.18","3.17","3.19","3.2","3.19","3.2","3.19","3.18","3.18","3.17","3.14","3.15","3.13","3.13","3.13","3.13","3.13","3.15","3.15","3.16","3.14","3.13","3.12","3.13","3.14","3.14","3.14","3.14","3.14","3.15"

"Sources:"
,"Agency","Source","Table","Url","Direct Link","Updated","Update Schedule"
,"Census Bureau","Current Population Survey, Annual Social and Economic Supplement, Historical Households Tables,","Table HH-6. Average Population Per Household and Family: 1940 to Present","https://www.census.gov/data/tables/time-series/demo/families/households.html",,"2017","Annual"
"Exported on: 07/12/2021"
